date,tradition,title,epistle,gospel,matins,vespers,other
2040-05-07,slavic,Bright Monday,"Acts 1.12-17, 21-26",John 1.18-28,,John 20.19-25,Cross Procession :: Matthew 28.1-20 ~ 1st Reading || Cross Procession :: Mark 16.1-8 ~ 2nd Reading || Cross Procession :: Luke 24.1-12 ~ 3rd Reading || Cross Procession :: John 20.1-10 ~ 4th Reading || Cross Procession :: Luke 24.36-53 ~ 5th Reading
2040-05-08,greek,Bright Tuesday,Acts 2.14-21 || 1 John 1.1-7 ~ St John,"Luke 24.12-35 || John 19.25-27, 21.24-25 ~ St John",John 21.15-25,1 John 3.21-4.6 || 1 John 4.11-16 || 1 John 4.20-5.5,
2040-05-08,slavic,Bright Tuesday,Acts 2.14-21 || 1 Peter 5.6-14 ~ St Mark,Luke 24.12-35 || Mark 6.7-13 ~ St Mark,Luke 10.1-15 ~ St Mark,James 1.1-12 ~ St Mark || James 1.13-27 ~ St Mark || James 2.1-13 ~ St Mark,
2040-05-09,greek,Bright Wednesday,Acts 2.22-36,John 1.35-51,,,
2040-05-09,slavic,Bright Wednesday,Acts 2.22-36,John 1.35-51,,,
2040-05-10,greek,Bright Thursday,Acts 2.38-43 || 1 Corinthians 4.9-16 ~ St Simeon,John 3.1-15 || Matthew 13.54-58 ~ St Simeon,John 21.15-25,1 John 3.21-4.6 || 1 John 4.11-16 || 1 John 4.20-5.5,
2040-05-10,slavic,Bright Thursday,Acts 2.38-43,John 3.1-15,,,
2040-05-11,greek,Bright Friday,Acts 3.1-8 || Philippians 2.5-11 ~ Theotokos || Hebrews 7.26-8.2 ~ Saints,"John 2.12-22 || Luke 10.38-42, 11.27-28 ~ Theotokos || Matthew 5.14-19 ~ Saints",John 10.1-9,"Composite 2 - Proverbs 10, 3, 8 || Proverbs 10.31-11.12 || Wisdom of Solomon 4.7-15",
2040-05-11,slavic,Bright Friday,Acts 3.1-8 || Philippians 2.5-11 ~ Theotokos,"John 2.12-22 || Luke 10.38-42, 11.27-28 ~ Theotokos",,,
2040-05-12,greek,Bright Saturday,Acts 3.11-16,John 3.22-33,,,
2040-05-12,slavic,Bright Saturday,Acts 3.11-16,John 3.22-33,,,
2040-05-13,greek,Antipascha: 2nd Sunday of Pascha,Acts 5.12-20,John 20.19-31,1st Matins Gospel :: Matthew 28.16-20,,
2040-05-13,slavic,Antipascha: 2nd Sunday of Pascha,Acts 5.12-20 || Acts 12.1-11 ~ St James,John 20.19-31 || Luke 5.1-11 ~ St James,1st Matins Gospel :: Matthew 28.16-20,James 1.1-12 ~ St James || James 1.13-27 ~ St James || James 2.1-13 ~ St James,
2040-05-14,greek,Monday of the 2nd Sunday of Pascha,Acts 3.19-26,John 2.1-11,,,
2040-05-14,slavic,Monday of the 2nd Sunday of Pascha,Acts 3.19-26,John 2.1-11,,,
2040-05-15,greek,Tuesday of the 2nd Sunday of Pascha,Acts 4.1-10,John 3.16-21,,,
2040-05-15,slavic,Tuesday of the 2nd Sunday of Pascha,Acts 4.1-10,John 3.16-21,,,
2040-05-16,greek,Wednesday of the 2nd Sunday of Pascha,Acts 4.13-22,John 5.17-24,,,
2040-05-16,slavic,Wednesday of the 2nd Sunday of Pascha,Acts 4.13-22 || Hebrews 13.7-16 ~ St Theodosius,John 5.17-24 || Matthew 11.27-30 ~ St Theodosius,Luke 6.17-23,Wisdom of Solomon 5.15-6.3 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 4.7-15,
2040-05-17,greek,Thursday of the 2nd Sunday of Pascha,Acts 4.23-31,John 5.24-30,,,
2040-05-17,slavic,Thursday of the 2nd Sunday of Pascha,Acts 4.23-31,John 5.24-30,,,
2040-05-18,greek,Friday of the 2nd Sunday of Pascha,Acts 5.1-11,John 5.30-6.2,,,
2040-05-18,slavic,Friday of the 2nd Sunday of Pascha,Acts 5.1-11,John 5.30-6.2,,,
2040-05-19,greek,Saturday of the 2nd Sunday of Pascha,Acts 5.21-33,John 6.14-27,,,
2040-05-19,slavic,Saturday of the 2nd Sunday of Pascha,Acts 5.21-33,John 6.14-27,,,
2040-05-20,greek,3rd Sunday of Pascha,Acts 6.1-7,Mark 15.43-16.8,3rd Matins Gospel :: Mark 16.9-20,,
2040-05-20,slavic,3rd Sunday of Pascha,Acts 6.1-7 || Galatians 1.11-19 ~ St Alexis,Mark 15.43-16.8 || John 10.1-9 ~ St Alexis,3rd Matins Gospel :: Mark 16.9-20,"Composite 2 - Proverbs 10, 3, 8 || Composite 4 - Proverbs 10; Wisdom of Solomon 6, 7, 8, 9 || Composite 5 - Wisdom of Solomon 4, 6, 7, 2",
2040-05-21,greek,Monday of the 3rd Sunday of Pascha,"Acts 6.8-7.5, 47-60 || Acts 26.1-5, 12-20 ~ Saints",John 4.46-54 || John 10.1-9 ~ Saints,John 10.9-16,"3[1] Kings 8.22-23, 27-30 || Isaiah 61.10-62.5 || Isaiah 60.1-16",
2040-05-21,slavic,Monday of the 3rd Sunday of Pascha,"Acts 6.8-7.5, 47-60 || 1 John 1.1-7 ~ St John","John 4.46-54 || John 19.25-27, 21.24-25 ~ St John",John 21.15-25,1 John 3.21-4.6 || 1 John 4.11-16 || 1 John 4.20-5.5,
2040-05-22,greek,Tuesday of the 3rd Sunday of Pascha,Acts 8.5-17,John 6.27-33,,,
2040-05-22,slavic,Tuesday of the 3rd Sunday of Pascha,Acts 8.5-17,John 6.27-33,,,
2040-05-23,greek,Wednesday of the 3rd Sunday of Pascha,Acts 8.18-25,John 6.35-39,,,
2040-05-23,slavic,Wednesday of the 3rd Sunday of Pascha,Acts 8.18-25 || 1 Corinthians 4.9-16 ~ St Simeon,John 6.35-39 || Matthew 13.54-58 ~ St Simeon,John 21.15-25,1 John 3.21-4.6 || 1 John 4.11-16 || 1 John 4.20-5.5,
2040-05-24,greek,Thursday of the 3rd Sunday of Pascha,Acts 8.26-39,John 6.40-44,,,
2040-05-24,slavic,Thursday of the 3rd Sunday of Pascha,Acts 8.26-39 || Hebrews 7.26-8.2 ~ Saints,John 6.40-44 || Matthew 5.14-19 ~ Saints,John 10.1-9,"Composite 2 - Proverbs 10, 3, 8 || Proverbs 10.31-11.12 || Wisdom of Solomon 4.7-15",
2040-05-25,greek,Friday of the 3rd Sunday of Pascha,Acts 8.40-9.19 || 2 Corinthians 4.6-15 ~ Forerunner,John 6.48-54 || Matthew 11.2-15 ~ Forerunner,Luke 7.17-30,"Composite 8 - Isaiah 40, 41, 45, 48, 54 || Composite 9 - Malachi 3, 4 || Composite 3 - Wisdom of Solomon 4, 5",
2040-05-25,slavic,Friday of the 3rd Sunday of Pascha,Acts 8.40-9.19,John 6.48-54,,,
2040-05-26,greek,Saturday of the 3rd Sunday of Pascha,Acts 9.20-31,John 15.17-16.2,,,
2040-05-26,slavic,Saturday of the 3rd Sunday of Pascha,Acts 9.20-31,John 15.17-16.2,,,
2040-05-27,greek,4th Sunday of Pascha,Acts 9.32-42,John 5.1-15,4th Matins Gospel :: Luke 24.1-12,,
2040-05-27,slavic,4th Sunday of Pascha,Acts 9.32-42,John 5.1-15,4th Matins Gospel :: Luke 24.1-12,,
2040-05-28,greek,Monday of the 4th Sunday of Pascha,Acts 10.1-16,John 6.56-69,,,
2040-05-28,slavic,Monday of the 4th Sunday of Pascha,Acts 10.1-16,John 6.56-69,,,
2040-05-29,greek,Tuesday of the 4th Sunday of Pascha,Acts 10.21-33,John 7.1-13,,,
2040-05-29,slavic,Tuesday of the 4th Sunday of Pascha,Acts 10.21-33,John 7.1-13,,,
2040-05-30,greek,Wednesday of the 4th Sunday of Pascha,Acts 14.6-18 || Hebrews 2.11-18 ~ Blessing of Waters,John 7.14-30 || John 5.1-4 ~ Blessing of Waters,,"Composite 19 - Micah 4.2-3, 5; 6.2-5, 8; 5.4, 5 || Composite 20 - Isaiah 55.1; 12.3-4; 55.2-13 || Proverbs 9.1-11",
2040-05-30,slavic,Wednesday of the 4th Sunday of Pascha,Acts 14.6-18 || Hebrews 2.11-18 ~ Blessing of Waters,John 7.14-30 || John 5.1-4 ~ Blessing of Waters,,"Composite 19 - Micah 4.2-3, 5; 6.2-5, 8; 5.4, 5 || Composite 20 - Isaiah 55.1; 12.3-4; 55.2-13 || Proverbs 9.1-11",
2040-05-31,greek,Thursday of the 4th Sunday of Pascha,Acts 10.34-43,John 8.12-20,,,
2040-05-31,slavic,Thursday of the 4th Sunday of Pascha,Acts 10.34-43,John 8.12-20,,,
2040-06-01,greek,Friday of the 4th Sunday of Pascha,Acts 10.44-11.10,John 8.21-30,,,
2040-06-01,slavic,Friday of the 4th Sunday of Pascha,Acts 10.44-11.10,John 8.21-30,,,
2040-06-02,greek,Saturday of the 4th Sunday of Pascha,Acts 12.1-11,John 8.31-42,,,
2040-06-02,slavic,Saturday of the 4th Sunday of Pascha,Acts 12.1-11,John 8.31-42,,,
2040-06-03,greek,5th Sunday of Pascha,"Acts 11.19-26, 29-30",John 4.5-42,7th Matins Gospel :: John 20.1-10,,
2040-06-03,slavic,5th Sunday of Pascha,"Acts 11.19-26, 29-30 || Acts 26.1-5, 12-20 ~ Saints",John 4.5-42 || John 10.1-9 ~ Saints,7th Matins Gospel :: John 20.1-10,"3[1] Kings 8.22-23, 27-30 || Isaiah 61.10-62.5 || Isaiah 60.1-16",
2040-06-04,greek,Monday of the 5th Sunday of Pascha,Acts 12.12-17 || Hebrews 7.26-8.2 ~ Metrophanes,John 8.42-51 || John 10.1-9 ~ Metrophanes,,,
2040-06-04,slavic,Monday of the 5th Sunday of Pascha,Acts 12.12-17,John 8.42-51,,,
2040-06-05,greek,Tuesday of the 5th Sunday of Pascha,Acts 12.25-13.12,John 8.51-59,,,
2040-06-05,slavic,Tuesday of the 5th Sunday of Pascha,Acts 12.25-13.12,John 8.51-59,,,
2040-06-06,greek,Wednesday of the 5th Sunday of Pascha,Acts 13.13-24,John 6.5-14,,,
2040-06-06,slavic,Wednesday of the 5th Sunday of Pascha,Acts 13.13-24,John 6.5-14,,,
2040-06-07,greek,Thursday of the 5th Sunday of Pascha,Acts 14.20-27,John 9.39-10.9,,,
2040-06-07,slavic,Thursday of the 5th Sunday of Pascha,Acts 14.20-27 || 2 Corinthians 4.6-15 ~ Forerunner,John 9.39-10.9 || Matthew 11.2-15 ~ Forerunner,Luke 7.17-30,"Composite 8 - Isaiah 40, 41, 45, 48, 54 || Composite 9 - Malachi 3, 4 || Composite 3 - Wisdom of Solomon 4, 5",
2040-06-08,greek,Friday of the 5th Sunday of Pascha,Acts 15.5-34 || Ephesians 2.4-10 ~ Removal of Relics of Theodore,John 10.17-28 || Matthew 10.16-22 ~ Removal of Relics of Theodore,,,
2040-06-08,slavic,Friday of the 5th Sunday of Pascha,Acts 15.5-34,John 10.17-28,,,
2040-06-09,greek,Saturday of the 5th Sunday of Pascha,Acts 15.35-41,John 10.27-38,,,
2040-06-09,slavic,Saturday of the 5th Sunday of Pascha,Acts 15.35-41,John 10.27-38,,,
2040-06-10,greek,6th Sunday of Pascha,Acts 16.16-34,John 9.1-38,8th Matins Gospel :: John 20.11-18,,
2040-06-10,slavic,6th Sunday of Pascha,Acts 16.16-34,John 9.1-38,8th Matins Gospel :: John 20.11-18,,
2040-06-11,greek,Monday of the 6th Sunday of Pascha,"Acts 17.1-15 || Acts 11.19-26, 29-30 ~ Apostles",John 11.47-57 || Luke 10.16-21 ~ Apostles,John 21.15-25,1 Peter 1.3-9 || 1 Peter 1.13-19 || 1 Peter 2.11-24,
2040-06-11,slavic,Monday of the 6th Sunday of Pascha,Acts 17.1-15,John 11.47-57,,,
2040-06-12,greek,Tuesday of the 6th Sunday of Pascha,Acts 17.19-28,John 12.19-36,,,
2040-06-12,slavic,Tuesday of the 6th Sunday of Pascha,Acts 17.19-28,John 12.19-36,,,
2040-06-13,greek,Wednesday of the 6th Sunday of Pascha,Acts 18.22-28,John 12.36-47,,,
2040-06-13,slavic,Wednesday of the 6th Sunday of Pascha,Acts 18.22-28,John 12.36-47,,,
2040-06-14,greek,"The Ascension of our Lord, God, and Saviour Jesus Christ",Acts 1.1-12,Luke 24.36-53,Mark 16.9-20,"Isaiah 2.2-3 || Composite 21 - Isaiah 62.10-63.3, 7-9 || Composite 22 - Zechariah 14.1, 4, 8-11",
2040-06-14,slavic,"The Ascension of our Lord, God, and Saviour Jesus Christ",Acts 1.1-12,Luke 24.36-53,Mark 16.9-20,"Isaiah 2.2-3 || Composite 21 - Isaiah 62.10-63.3, 7-9 || Composite 22 - Zechariah 14.1, 4, 8-11",
2040-06-15,greek,Friday of the 6th Sunday of Pascha,Acts 19.1-8,John 14.1-11,,,
2040-06-15,slavic,Friday of the 6th Sunday of Pascha,Acts 19.1-8,John 14.1-11,,,
2040-06-16,greek,Saturday of the 6th Sunday of Pascha,Acts 20.7-12,John 14.10-21,,,
2040-06-16,slavic,Saturday of the 6th Sunday of Pascha,Acts 20.7-12,John 14.10-21,,,
2040-06-17,greek,7th Sunday of Pascha,"Acts 20.16-18, 28-36",John 17.1-13,10th Matins Gospel :: John 21.1-14,"Genesis 14.14-20 || Deuteronomy 1.8-11, 15-17 || Deuteronomy 10.14-21",
2040-06-17,slavic,7th Sunday of Pascha,"Acts 20.16-18, 28-36",John 17.1-13,10th Matins Gospel :: John 21.1-14,"Genesis 14.14-20 || Deuteronomy 1.8-11, 15-17 || Deuteronomy 10.14-21",
2040-06-18,greek,Monday of the 7th Sunday of Pascha,Acts 21.8-14,John 14.27-15.7,,,
2040-06-18,slavic,Monday of the 7th Sunday of Pascha,Acts 21.8-14,John 14.27-15.7,,,
2040-06-19,greek,Tuesday of the 7th Sunday of Pascha,Acts 21.26-32 || Jude 1-10 ~ St Jude,John 16.2-13 || John 14.21-24 ~ St Jude,John 21.15-25,Jude 1-10 || Jude 11-16 || Jude 17-25,
2040-06-19,slavic,Tuesday of the 7th Sunday of Pascha,Acts 21.26-32,John 16.2-13,,,
2040-06-20,greek,Wednesday of the 7th Sunday of Pascha,Acts 23.1-11,John 16.15-23,,,
2040-06-20,slavic,Wednesday of the 7th Sunday of Pascha,Acts 23.1-11,John 16.15-23,,,
2040-06-21,greek,Thursday of the 7th Sunday of Pascha,Acts 25.13-19,John 16.23-33,,,
2040-06-21,slavic,Thursday of the 7th Sunday of Pascha,Acts 25.13-19,John 16.23-33,,,
2040-06-22,greek,Friday of the 7th Sunday of Pascha,Acts 27.1-44,John 17.18-26,,,
2040-06-22,slavic,Friday of the 7th Sunday of Pascha,Acts 27.1-44,John 17.18-26,,,
2040-06-23,greek,Saturday of the 7th Sunday of Pascha,"Acts 28.1-31 || 1 Thessalonians 4.13-17 ~ Departed || 1 Corinthians 15.47-57 ~ Departed, variant","John 21.15-25 || John 5.24-30 ~ Departed || John 6.35-39 ~ Departed, variant",,,
2040-06-23,slavic,Saturday of the 7th Sunday of Pascha,"Acts 28.1-31 || 1 Thessalonians 4.13-17 ~ Departed || 1 Corinthians 15.47-57 ~ Departed, variant","John 21.15-25 || John 5.24-30 ~ Departed || John 6.35-39 ~ Departed, variant",,,
2040-06-24,greek,8th Sunday of Pascha: Feast of the Holy Trinity,Acts 2.1-11 || Romans 13.11-14.4 ~ Forerunner,"John 7.37-52, 8.12 || Luke 1.1-15, 57-68, 76, 80 ~ Forerunner",John 20.19-23,"Numbers 11.16-17, 24-29 || Joel 2.23-32 || Ezekiel 36.24-28 || Composite 10 - Genesis 17.15-17, 19; 18.11-14; 21.1-8 || Composite 11 - Judges 13.2-8, 13-14, 17-18, 21 || Composite 8 - Isaiah 40, 41, 45, 48, 54",
2040-06-24,slavic,8th Sunday of Pascha: Feast of the Holy Trinity,"Acts 2.1-11 || Acts 11.19-26, 29-30 ~ Apostles","John 7.37-52, 8.12 || Luke 10.16-21 ~ Apostles",John 20.19-23,"Numbers 11.16-17, 24-29 || Joel 2.23-32 || Ezekiel 36.24-28 || 1 Peter 1.3-9 || 1 Peter 1.13-19 || 1 Peter 2.11-24",
2040-06-25,greek,Monday of the 1st week after Pentecost,Ephesians 5.8-19,Matthew 18.10-20,,,
2040-06-25,slavic,Monday of the 1st week after Pentecost,Ephesians 5.8-19,Matthew 18.10-20,,,
2040-06-26,greek,Tuesday of the 1st week after Pentecost,"Romans 1.1-7, 13-17",Matthew 4.25-5.13,,,
2040-06-26,slavic,Tuesday of the 1st week after Pentecost,"Romans 1.1-7, 13-17",Matthew 4.25-5.13,,,
2040-06-27,greek,Wednesday of the 1st week after Pentecost,Romans 1.18-27,Matthew 5.20-26,,,
2040-06-27,slavic,Wednesday of the 1st week after Pentecost,Romans 1.18-27,Matthew 5.20-26,,,
2040-06-28,greek,Thursday of the 1st week after Pentecost,Romans 1.28-2.9,Matthew 5.27-32,,,
2040-06-28,slavic,Thursday of the 1st week after Pentecost,Romans 1.28-2.9,Matthew 5.27-32,,,
2040-06-29,greek,Friday of the 1st week after Pentecost,Romans 2.14-29 || 2 Corinthians 11.21-12.9 ~ Apostles,Matthew 5.33-41 || Matthew 16.13-19 ~ Apostles,John 21.15-25,1 Peter 1.3-9 || 1 Peter 1.13-19 || 1 Peter 2.11-24,
2040-06-29,slavic,Friday of the 1st week after Pentecost,Romans 2.14-29,Matthew 5.33-41,,,
2040-06-30,greek,Saturday of the 1st week after Pentecost,Romans 1.7-12 || 1 Corinthians 4.9-16 ~ Apostles || 1 Corinthians 4.9-16 ~ Synaxis of the Twelve Apostles,Matthew 5.42-48 || Mark 3.13-19 ~ Apostles || Matthew 9.36-10.8 ~ Synaxis of the Twelve Apostles,,,
2040-06-30,slavic,Saturday of the 1st week after Pentecost,Romans 1.7-12,Matthew 5.42-48,,,
2040-07-01,greek,1st Sunday after Pentecost,Hebrews 11.33-12.2 || 1 Corinthians 12.27-13.8 ~ Cosmas & Damian,"Matthew 10.32-33, 37-38, 19.27-30 || Matthew 10.1, 5-8 ~ Cosmas & Damian",1st Matins Gospel :: Matthew 28.16-20,Isaiah 43.9-14 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3,
2040-07-01,slavic,1st Sunday after Pentecost,Hebrews 11.33-12.2,"Matthew 10.32-33, 37-38, 19.27-30",1st Matins Gospel :: Matthew 28.16-20,Isaiah 43.9-14 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3,
2040-07-02,greek,Monday of the 2nd week after Pentecost,Romans 2.28-3.18 || Hebrews 9.1-7 ~ Deposition of the Robe,"Matthew 6.31-34, 7.9-11 || Luke 1.39-49, 56 ~ Deposition of the Robe",,,
2040-07-02,slavic,Monday of the 2nd week after Pentecost,Romans 2.28-3.18 || Jude 1-10 ~ St Jude,"Matthew 6.31-34, 7.9-11 || John 14.21-24 ~ St Jude",John 21.15-25,Jude 1-10 || Jude 11-16 || Jude 17-25,
2040-07-03,greek,Tuesday of the 2nd week after Pentecost,Romans 4.4-12,Matthew 7.15-21,,,
2040-07-03,slavic,Tuesday of the 2nd week after Pentecost,Romans 4.4-12,Matthew 7.15-21,,,
2040-07-04,greek,Wednesday of the 2nd week after Pentecost,Romans 4.13-25,Matthew 7.21-23,,,
2040-07-04,slavic,Wednesday of the 2nd week after Pentecost,Romans 4.13-25,Matthew 7.21-23,,,
2040-07-05,greek,Thursday of the 2nd week after Pentecost,Romans 5.10-16,Matthew 8.23-27,,,
2040-07-05,slavic,Thursday of the 2nd week after Pentecost,Romans 5.10-16,Matthew 8.23-27,,,
2040-07-06,greek,Friday of the 2nd week after Pentecost,Romans 5.17-6.2,Matthew 9.14-17,,,
2040-07-06,slavic,Friday of the 2nd week after Pentecost,Romans 5.17-6.2,Matthew 9.14-17,,,
2040-07-07,greek,Saturday of the 2nd week after Pentecost,Romans 3.19-26 || Galatians 3.23-4.5 ~ Kyriake,Matthew 7.1-8 || Mark 5.24-34 ~ Kyriake,,,
2040-07-07,slavic,Saturday of the 2nd week after Pentecost,Romans 3.19-26 || Romans 13.11-14.4 ~ Forerunner,"Matthew 7.1-8 || Luke 1.1-25, 57-68, 76, 80 ~ Forerunner","Luke 1.24-25, 57-68, 76, 80","Composite 10 - Genesis 17.15-17, 19; 18.11-14; 21.1-8 || Composite 11 - Judges 13.2-8, 13-14, 17-18, 21 || Composite 8 - Isaiah 40, 41, 45, 48, 54",
2040-07-08,greek,2nd Sunday after Pentecost,Romans 2.10-16 || Hebrews 11.33-12.2 ~ Saints || 1 Timothy 4.9-15 ~ Procopius,"Matthew 4.18-23 || Matthew 4.25-5.12 ~ Saints || Luke 6.17-19, 9.1-2, 10.16-21 ~ Procopius",2nd Matins Gospel :: Mark 16.1-8,Isaiah 43.9-14 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3,
2040-07-08,slavic,2nd Sunday after Pentecost,Romans 2.10-16 || Hebrews 11.33-12.2 ~ Saints,Matthew 4.18-23 || Matthew 4.25-5.12 ~ Saints,2nd Matins Gospel :: Mark 16.1-8,Isaiah 43.9-14 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3,
2040-07-09,greek,Monday of the 3rd week after Pentecost,Romans 7.1-13,Matthew 9.36-10.8,,,
2040-07-09,slavic,Monday of the 3rd week after Pentecost,Romans 7.1-13,Matthew 9.36-10.8,,,
2040-07-10,greek,Tuesday of the 3rd week after Pentecost,Romans 7.14-8.2 || Galatians 5.22-6.2 ~ St Anthony,Matthew 10.9-15 || Matthew 4.25-5.12 ~ St Anthony,Matthew 11.27-30,Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3 || Wisdom of Solomon 4.7-15,
2040-07-10,slavic,Tuesday of the 3rd week after Pentecost,Romans 7.14-8.2,Matthew 10.9-15,,,
2040-07-11,greek,Wednesday of the 3rd week after Pentecost,Romans 8.2-13 || 2 Corinthians 6.1-10 ~ Euphemia (July),Matthew 10.16-22 || Luke 7.36-50 ~ Euphemia (July),,,
2040-07-11,slavic,Wednesday of the 3rd week after Pentecost,Romans 8.2-13,Matthew 10.16-22,,,
2040-07-12,greek,Thursday of the 3rd week after Pentecost,Romans 8.22-27,Matthew 10.23-31,,,
2040-07-12,slavic,Thursday of the 3rd week after Pentecost,Romans 8.22-27 || 2 Corinthians 11.21-12.9 ~ Apostles,Matthew 10.23-31 || Matthew 16.13-19 ~ Apostles,John 21.15-25,1 Peter 1.3-9 || 1 Peter 1.13-19 || 1 Peter 2.11-24,
2040-07-13,greek,Friday of the 3rd week after Pentecost,Romans 9.6-19,"Matthew 10.32-36, 11.1 || Luke 10.16-21 ~ Synaxis of Archangel Gabriel",,,
2040-07-13,slavic,Friday of the 3rd week after Pentecost,Romans 9.6-19 || 1 Corinthians 4.9-16 ~ Apostles,"Matthew 10.32-36, 11.1 || Mark 3.13-19 ~ Apostles",,,
2040-07-14,greek,Saturday of the 3rd week after Pentecost,Romans 3.28-4.3 || Romans 16.1-16 ~ Apostle Aquila of the 70,Matthew 7.24-8.4,,,
2040-07-14,slavic,Saturday of the 3rd week after Pentecost,Romans 3.28-4.3,Matthew 7.24-8.4,,,
2040-07-15,greek,3rd Sunday after Pentecost,Romans 5.1-10 || Titus 3.8-15 ~ Fathers || Galatians 1.11-19 ~ St Vladimir || 1 Corinthians 13.11-14.5 ~ Cyricus & Julitta,Matthew 6.22-33 || Matthew 5.14-19 ~ Fathers || John 10.1-9 ~ St Vladimir || Matthew 17.24-18.4 ~ Cyricus & Julitta,3rd Matins Gospel :: Mark 16.9-20,"Genesis 14.14-20 ~ Fathers || Deuteronomy 1.8-11, 15-17 ~ Fathers || Deuteronomy 10.14-21 ~ Fathers || 3[1] Kings 8.22-23, 27-30 ~ St Vladimir || Isaiah 61.10-62.5 ~ St Vladimir || Isaiah 60.1-16 ~ St Vladimir",
2040-07-15,slavic,3rd Sunday after Pentecost,Romans 5.1-10,Matthew 6.22-33,3rd Matins Gospel :: Mark 16.9-20,,
2040-07-16,greek,Monday of the 4th week after Pentecost,Romans 9.18-33,Matthew 11.2-15,,,
2040-07-16,slavic,Monday of the 4th week after Pentecost,Romans 9.18-33,Matthew 11.2-15,,,
2040-07-17,greek,Tuesday of the 4th week after Pentecost,Romans 10.11-11.2 || Galatians 3.23-4.5 ~ Marina,Matthew 11.16-20 || Mark 5.24-34 ~ Marina,,,
2040-07-17,slavic,Tuesday of the 4th week after Pentecost,Romans 10.11-11.2,Matthew 11.16-20,,,
2040-07-18,greek,Wednesday of the 4th week after Pentecost,Romans 11.2-12,Matthew 11.20-26,,,
2040-07-18,slavic,Wednesday of the 4th week after Pentecost,Romans 11.2-12 || Galatians 5.22-6.2 ~ either Saint,Matthew 11.20-26 || Luke 6.17-23 ~ either Saint,Matthew 11.27-30 ~ either Saint,"Wisdom of Solomon 3.1-9 ~ Athanasius || Wisdom of Solomon 5.15-6.3 ~ Athanasius || Wisdom of Solomon 4.7-15 ~ Athanasius || Composite 2 - Proverbs 10, 3, 8 ~ Sergius || Proverbs 10.31-11.12 ~ Sergius || Wisdom of Solomon 3.1-9 ~ Sergius",
2040-07-19,greek,Thursday of the 4th week after Pentecost,Romans 11.13-24 || Galatians 5.22-6.2 ~ St Seraphim,Matthew 11.27-30 || Luke 6.17-23 ~ St Seraphim,Matthew 11.27-30,Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3 || Wisdom of Solomon 4.7-15,
2040-07-19,slavic,Thursday of the 4th week after Pentecost,Romans 11.13-24,Matthew 11.27-30,,,
2040-07-20,greek,Friday of the 4th week after Pentecost,Romans 11.25-36 || James 5.10-20 ~ Prophet Elijah,Matthew 12.1-8 || Luke 4.22-30 ~ Prophet Elijah,Luke 4.22-30,"Composite 12 - 3 [1] Kings 17.1-23 || Composite 13 - 3 [1] Kings 18, 19 || Composite 14 - 3 [1] Kings 19.19, 20, 21; 4 [2] Kings 2.1,6-14",
2040-07-20,slavic,Friday of the 4th week after Pentecost,Romans 11.25-36,Matthew 12.1-8,,,
2040-07-21,greek,Saturday of the 4th week after Pentecost,Romans 6.11-17,Matthew 8.14-23,,,
2040-07-21,slavic,Saturday of the 4th week after Pentecost,Romans 6.11-17,Matthew 8.14-23,,,
2040-07-22,greek,4th Sunday after Pentecost,Romans 6.18-23 || 1 Corinthians 9.2-12 ~ Mary Magdalene,Matthew 8.5-13 || Luke 8.1-3 ~ Mary Magdalene,4th Matins Gospel :: Luke 24.1-12,,
2040-07-22,slavic,4th Sunday after Pentecost,Romans 6.18-23,Matthew 8.5-13,4th Matins Gospel :: Luke 24.1-12,,
2040-07-23,greek,Monday of the 5th week after Pentecost,"Romans 12.4-5, 15-21",Matthew 12.9-13,,,
2040-07-23,slavic,Monday of the 5th week after Pentecost,"Romans 12.4-5, 15-21 || Galatians 5.22-6.2 ~ St Anthony",Matthew 12.9-13 || Matthew 4.25-5.12 ~ St Anthony,Matthew 11.27-30,Wisdom of Solomon 3.1-9 || Wisdom of Solomon 5.15-6.3 || Wisdom of Solomon 4.7-15,
2040-07-24,greek,Tuesday of the 5th week after Pentecost,Romans 14.9-18 || Romans 8.28-39 ~ Boris and Gleb,"Matthew 12.14-16, 22-30 || John 15.17-16.2 ~ Boris and Gleb",Luke 21.12-19,Isaiah 43.9-14 || Wisdom of Solomon 3.1-9 || Wisdom of Solomon 4.7-15,
2040-07-24,slavic,Tuesday of the 5th week after Pentecost,Romans 14.9-18,"Matthew 12.14-16, 22-30",,,
2040-07-25,greek,Wednesday of the 5th week after Pentecost,Romans 15.7-16 || Galatians 4.22-31 ~ St Anna,Matthew 12.38-45 || Luke 8.16-21 ~ St Anna,,,
2040-07-25,slavic,Wednesday of the 5th week after Pentecost,Romans 15.7-16,Matthew 12.38-45,,,
